Name	ItemGenre	DetailType	ParticularType	Image	ObjDrop	Width	Height	Descript	Series	Price	Level	Stack	Magic1	Min1	Max1	Magic2	Min2	Max2	Magic3	Min3	Max3	Magic4	Min4	Max4	Magic5	Min5	Max5	Magic6	Min6	Max6	Magic7	Min7	Max7	Require1	Data1	Require2	Data2	Require3	Data3	Require4	Data4	Require5	Data5	Require6	Data6	DefMagic1	DefMagic2	DefMagic3	DefMagic4	DefMagic5	DefMagic6	Group	NeedToActive	TotalSetNum	ExpandMagic1	ExpandMagic2
Minh Ph­îng Cöu Thiªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade32.spr	10	1	4	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	9									1959	1817	2001	2120	2242	3699	288	7	10	1431	130
Minh Ph­îng Cöu Thiªn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes37.spr	26	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									1879	1797	1897	1940	2180	2220	288	7	10	1431	2198
Minh Ph­îng Cöu Thiªn Béi	0	9	1	\spr\item\equip\waist\obj-waist32.spr	36	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(9)	3	99999	10	0																						36	120	39	9									1878	1837	1898	2140	2257	2220	288	7	10	1702	2198
Minh Ph­îng Cöu Thiªn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(10)	4	99999	10	0																						36	120	39	9									1878	1857	1898	2100	2257	2220	288	7	10	130	0
Minh Ph­îng Tham Th­¬ng Phï 	0	4	1	\spr\item\equip\nick\obj-neck31.spr	36	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(1)	3	99999	10	0																						36	120	39	9									1878	1777	1897	1940	1920	2220	289	7	10	1704	2198
Minh Ph­îng Tham Th­¬ng §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap35.spr	28	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	9									1879	1817	1898	2120	2257	3699	289	7	10	1431	2198
Minh Ph­îng Tham Th­¬ng Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(3)	0	99999	10	0																						36	120	39	9									1878	1797	1897	1940	2257	2220	289	7	10	130	0
Minh Ph­îng Tham Th­¬ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle32.spr	34	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	9									1879	1837	1898	2140	2257	2220	289	7	10	1431	1425
Minh Ph­îng Tham Th­¬ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash32.spr	32	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									1879	1857	1897	2100	2257	2220	289	7	10	1705	2198
Minh Ph­îng Tham Th­¬ng §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth35.spr	24	2	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	9									1879	1777	1897	1940	2156	3699	289	7	10	1431	2841
Minh Ph­îng Tham Th­¬ng KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword29.spr	9	1	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	9									1978	1817	2080	2120	2259	3699	289	7	10	1431	130
Minh Ph­îng Tham Th­¬ng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes37.spr	26	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(8)	0	99999	10	0	30	160	160	31	80	80																36	120	39	9									1879	1797	1897	1940	2180	2220	289	7	10	1431	2198
Minh Ph­îng Tham Th­¬ng Béi	0	9	1	\spr\item\equip\waist\obj-waist32.spr	36	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(9)	2	99999	10	0																						36	120	39	9									1878	1837	1898	2140	2257	2220	289	7	10	1706	2198
Minh Ph­îng Tham Th­¬ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Minh Ph­îng(10)	1	99999	10	0																						36	120	39	9									1878	1857	1898	2100	2257	2220	289	7	10	130	0
D­¬ng Sa ThÇn M·	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	<color=Yellow> ThÇn m· ®Õn tõ t©y b¾c, uy phong lÉm liÖt, c­ìi m©y ®¹p giã <color>	5	99999	10	0	111	130	130	93	1200	1200	150	1000	1000													36	120											964	991	985	3287	130	3298					0
Ngù Phong ThÇn M·	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	<color=Yellow> ThÇn m· ®Õn tõ ®«ng b¾c, uy phong lÉm liÖt, c­ìi m©y ®¹p giã <color>	5	99999	10	0	111	140	140	93	1300	1300	150	1200	1200													36	130											965	992	986	3288	130	3299					0
Truy Phong ThÇn M·	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	<color=Yellow> ThÇn m· ®Õn tõ nam b¾c, uy phong lÉm liÖt, c­ìi m©y ®¹p giã <color>	5	99999	10	0	111	140	140	93	1400	1400	150	1300	1300													36	150											967	993	987	3289	130	3300					0
L­u Tinh ThÇn M·	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	<color=Yellow> ThÇn m· ®Õn tõ trêi t©y, uy phong lÉm liÖt, c­ìi m©y ®¹p giã <color>	5	99999	10	0	111	150	150	93	1500	1500	150	1500	1500													36	150											968	994	988	3290	131	3301					0
Tø TuyÖt ThÇn M· 	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	<color=Yellow> ThÇn m· ®Õn tõ ®«ng ph­¬ng, uy phong lÉm liÖt, c­ìi m©y ®¹p giã <color>	5	99999	10	0	111	150	150	93	2000	2000	150	2000	2000													36	180											969	995	989	3292	132	3302					0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	1	0																						36	120											3712										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	1	0																						36	120											3732										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	1	0																						36	120											3752										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	1	0																						36	120											3772										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	1	0																						36	120											3792										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	1	0																						36	120											3722										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	1	0																						36	120											3742										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	1	0																						36	120											3762										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	1	0																						36	120											3782										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	1	0																						36	120											3802										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	2	0																						36	120											3713										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	2	0																						36	120											3733										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	2	0																						36	120											3753										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	2	0																						36	120											3773										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	2	0																						36	120											3793										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	2	0																						36	120											3723										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	2	0																						36	120											3743										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	2	0																						36	120											3763										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	2	0																						36	120											3783										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	2	0																						36	120											3803										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	3	0																						36	120											3714										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	3	0																						36	120											3734										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	3	0																						36	120											3754										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	3	0																						36	120											3774										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	3	0																						36	120											3794										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	3	0																						36	120											3724										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	3	0																						36	120											3744										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	3	0																						36	120											3764										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	3	0																						36	120											3784										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	3	0																						36	120											3804										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	4	0																						36	120											3715										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	4	0																						36	120											3735										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	4	0																						36	120											3755										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	4	0																						36	120											3775										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	4	0																						36	120											3795										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	4	0																						36	120											3725										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	4	0																						36	120											3745										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	4	0																						36	120											3765										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	4	0																						36	120											3785										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	4	0																						36	120											3805										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	5	0																						36	120											3716										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	5	0																						36	120											3736										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	5	0																						36	120											3756										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	5	0																						36	120											3776										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	5	0																						36	120											3796										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	5	0																						36	120											3726										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	5	0																						36	120											3746										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	5	0																						36	120											3766										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	5	0																						36	120											3786										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	5	0																						36	120											3806										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	6	0																						36	120											3717										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	6	0																						36	120											3737										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	6	0																						36	120											3757										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	6	0																						36	120											3777										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	6	0																						36	120											3797										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	6	0																						36	120											3727										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	6	0																						36	120											3747										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	6	0																						36	120											3767										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	6	0																						36	120											3787										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	6	0																						36	120											3807										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	7	0																						36	120											3718										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	7	0																						36	120											3738										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	7	0																						36	120											3758										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	7	0																						36	120											3778										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	7	0																						36	120											3798										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	7	0																						36	120											3728										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	7	0																						36	120											3748										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	7	0																						36	120											3768										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	7	0																						36	120											3788										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	7	0																						36	120											3808										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	8	0																						36	120											3719										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	8	0																						36	120											3739										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	8	0																						36	120											3759										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	8	0																						36	120											3779										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	8	0																						36	120											3799										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	8	0																						36	120											3729										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	8	0																						36	120											3749										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	8	0																						36	120											3769										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	8	0																						36	120											3789										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	8	0																						36	120											3809										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	9	0																						36	120											3720										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc	5	0	9	0																						36	120											3740										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy	5	0	9	0																						36	120											3760										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa	5	0	9	0																						36	120											3780										0
Ngò Hµnh Ên míi (c­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ	5	0	9	0																						36	120											3800										0
Ngò Hµnh Ên míi (nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim	5	0	9	0																						36	120											3730										0
